COUNTRY,COMP,YEAR,HEXP,HC3,DALE,SMALL,GINI,TROPICS,POPDEN,PUBTHE,GDPC,LCOMP,LDALE,LHEXP,LHC,LPOPDEN,WBNUMBER,STRATUM,GROUPTI,LGDPC,LHEXP2,LHC2,LHEXPHC,T93,T94,T95,T96,T97,TIME,GEFF,VOICE,COUNTRY,OECD,LGDPC2             
Sri Lanka       ,76.59966,1994,75.20131,6.195115,61.99759,0,0.3324,1,281.03,45.4,2557.6,4.338593,4.127096,4.320168,1.823761,5.6384614,131,131,5,7.8468246,9.3319258,1.6630521,7.8789539,0,1,0,0,0,2,-0.612,-0.157,103,0,61.5726563
Sri Lanka       ,76.81731,1995,78.28839,6.251591,62.24051,0,0.3324,1,281.03,45.4,2557.6,4.34143,4.131006,4.360399,1.832836,5.6384614,131,131,5,7.8468246,9.5065397,1.6796439,7.9918963,0,0,1,0,0,3,-0.612,-0.157,103,0,61.5726563
Sri Lanka       ,77.03474,1996,80.41848,6.340185,62.48367,0,0.3324,1,281.03,45.4,2557.6,4.344256,4.134905,4.387244,1.846908,5.6384614,131,131,5,7.8468246,9.623955,1.7055346,8.102836,0,0,0,1,0,4,-0.612,-0.157,103,0,61.5726563
Sri Lanka       ,77.25198,1997,76.72801,6.428258,62.72707,0,0.3324,1,281.03,45.4,2557.6,4.347073,4.138793,4.340267,1.860704,5.6384614,131,131,5,7.8468246,9.4189588,1.7311097,8.0759522,0,0,0,0,1,5,-0.612,-0.157,103,0,61.5726563
Lesotho         ,56.89199,1993,100.5795,3.712871,37.68692,0,0.5377,0,66.35268,72.6,1796.062,4.041154,3.629313,4.610948,1.311805,4.1949842,132,132,5,7.4933518,10.6304207,0.8604162,6.0486646,1,0,0,0,0,1,-0.462,-0.146,104,0,56.1503207
Lesotho         ,56.732,1994,106.8461,3.756532,37.50558,0,0.5377,0,66.35268,72.6,1796.062,4.038339,3.62449,4.67139,1.323496,4.1949842,132,132,5,7.4933518,10.9109423,0.8758208,6.182566,0,1,0,0,0,2,-0.462,-0.146,104,0,56.1503207
Lesotho         ,56.57207,1995,104.7896,3.800723,37.32427,0,0.5377,0,66.35268,72.6,1796.062,4.035515,3.619644,4.651955,1.335191,4.1949842,132,132,5,7.4933518,10.8203427,0.8913675,6.2112484,0,0,1,0,0,3,-0.462,-0.146,104,0,56.1503207
Lesotho         ,56.41218,1996,113.917,3.884073,37.14297,0,0.5377,0,66.35268,72.6,1796.062,4.032685,3.614774,4.73547,1.356884,4.1949842,132,132,5,7.4933518,11.2123381,0.9205671,6.4254835,0,0,0,1,0,4,-0.462,-0.146,104,0,56.1503207
Lesotho         ,56.25234,1997,100.5795,3.968216,36.96169,0,0.5377,0,66.35268,72.6,1796.062,4.029848,3.609882,4.610948,1.378317,4.1949842,132,132,5,7.4933518,10.6304207,0.9498789,6.355348,0,0,0,0,1,5,-0.462,-0.146,104,0,56.1503207
Lithuania       ,80.09408,1993,186.1436,8.041306,63.21535,0,0.3127,0,57.53334,75.7,4518.349,4.383202,4.146547,5.226519,2.084592,4.0523646,133,133,5,8.4159019,13.6582504,2.1727619,10.8951597,1,0,0,0,0,1,0.127,0.767,105,0,70.8274055
Lithuania       ,79.98763,1994,219.1224,8.115592,63.10543,0,0.3127,0,57.53334,75.7,4518.349,4.381872,4.144807,5.389631,2.093787,4.0523646,133,133,5,8.4159019,14.5240612,2.191972,11.2847393,0,1,0,0,0,2,0.127,0.767,105,0,70.8274055
Lithuania       ,80.03349,1995,212.0769,8.188468,63.15278,0,0.3127,0,57.53334,75.7,4518.349,4.382445,4.145557,5.356949,2.102727,4.0523646,133,133,5,8.4159019,14.3484513,2.2107304,11.2642013,0,0,1,0,0,3,0.127,0.767,105,0,70.8274055
Lithuania       ,80.34439,1996,221.3602,8.259924,63.47364,0,0.3127,0,57.53334,75.7,4518.349,4.386322,4.150625,5.399791,2.111415,4.0523646,133,133,5,8.4159019,14.5788714,2.2290367,11.4011997,0,0,0,1,0,4,0.127,0.767,105,0,70.8274055
Lithuania       ,81.04359,1997,234.9541,8.329953,64.19405,0,0.3127,0,57.53334,75.7,4518.349,4.394987,4.161911,5.45939,2.119858,4.0523646,133,133,5,8.4159019,14.9024696,2.246899,11.5731316,0,0,0,0,1,5,0.127,0.767,105,0,70.8274055
Luxembourg      ,91.09504,1993,1612.042,8.646609,70.57317,0,0.2609,0,159.7377,91.4,30264.31,4.511903,4.25665,7.385257,2.157167,5.0735331,134,134,5,10.3177244,27.2710105,2.3266847,15.9312327,1,0,0,0,0,1,1.674,1.461,106,1,106.455437
Luxembourg      ,91.3328,1994,1605.218,8.861379,70.78186,0,0.2609,0,159.7377,91.4,30264.31,4.51451,4.259603,7.381015,2.181702,5.0735331,134,134,5,10.3177244,27.2396912,2.3799118,16.1031752,0,1,0,0,0,2,1.674,1.461,106,1,106.455437
Luxembourg      ,91.57087,1995,1695.12,9.081483,70.99058,0,0.2609,0,159.7377,91.4,30264.31,4.517113,4.262547,7.435509,2.206238,5.0735331,134,134,5,10.3177244,27.643397,2.4337431,16.4045025,0,0,1,0,0,3,1.674,1.461,106,1,106.455437
Luxembourg      ,91.80927,1996,1747.923,9.307054,71.19936,0,0.2609,0,159.7377,91.4,30264.31,4.519713,4.265484,7.466184,2.230772,5.0735331,134,134,5,10.3177244,27.8719518,2.4881719,16.6553542,0,0,0,1,0,4,1.674,1.461,106,1,106.455437
Luxembourg      ,91.9982,1997,1997.444,9.538227,71.36466,0,0.2609,0,159.7377,91.4,30264.31,4.521769,4.267803,7.599624,2.255308,5.0735331,134,134,5,10.3177244,28.8771425,2.5432071,17.1394928,0,0,0,0,1,5,1.674,1.461,106,1,106.455437
Latvia          ,76.97948,1993,164.518,8.769809,61.33195,0,0.3117,0,38.51478,61,4039.249,4.343539,4.116301,5.10302,2.171315,3.6510421,135,135,5,8.3038141,13.0204066,2.3573044,11.0802639,1,0,0,0,0,1,0.068,0.625,107,0,68.953328
Latvia          ,76.84444,1994,207.4622,8.82866,61.18645,0,0.3117,0,38.51478,61,4039.249,4.341783,4.113926,5.334949,2.178003,3.6510421,135,135,5,8.3038141,14.2308404,2.3718485,11.6195349,0,1,0,0,0,2,0.068,0.625,107,0,68.953328
Latvia          ,76.84297,1995,237.0683,8.886108,61.18487,0,0.3117,0,38.51478,61,4039.249,4.341764,4.1139,5.468349,2.184489,3.6510421,135,135,5,8.3038141,14.9514204,2.3859961,11.9455482,0,0,1,0,0,3,0.068,0.625,107,0,68.953328
Latvia          ,77.09892,1996,270.0758,8.954667,61.46068,0,0.3117,0,38.51478,61,4039.249,4.345089,4.118398,5.598702,2.192175,3.6510421,135,135,5,8.3038141,15.672732,2.4028156,12.2733346,0,0,0,1,0,4,0.068,0.625,107,0,68.953328
Latvia          ,77.82807,1997,246.3942,8.936873,62.24771,0,0.3117,0,38.51478,61,4039.249,4.354502,4.131122,5.506933,2.190186,3.6510421,135,135,5,8.3038141,15.1631555,2.3984574,12.0612076,0,0,0,0,1,5,0.068,0.625,107,0,68.953328
Morocco         ,73.95412,1993,150.8243,2.148107,57.41249,0,0.3821,0,40.50924,40.7,3006.085,4.303445,4.050262,5.016116,0.7645871,3.7015301,136,136,5,8.0083938,12.5807099,0.2922967,3.8352576,1,0,0,0,0,1,0.267,-0.24,108,0,64.134372
Morocco         ,74.38716,1994,163.5359,2.209414,57.87143,0,0.3821,0,40.50924,40.7,3006.085,4.309283,4.058224,5.097032,0.7927274,3.7015301,136,136,5,8.0083938,12.9898676,0.3142084,4.0405569,0,1,0,0,0,2,0.267,-0.24,108,0,64.134372
Morocco         ,74.82192,1995,152.9425,2.253146,58.33204,0,0.3821,0,40.50924,40.7,3006.085,4.315111,4.066152,5.030062,0.8123273,3.7015301,136,136,5,8.0083938,12.6507619,0.3299378,4.0860567,0,0,1,0,0,3,0.267,-0.24,108,0,64.134372
Morocco         ,75.25838,1996,168.586,2.282775,58.7943,0,0.3821,0,40.50924,40.7,3006.085,4.320927,4.074045,5.127446,0.825392,3.7015301,136,136,5,8.0083938,13.1453512,0.340636,4.2321529,0,0,0,1,0,4,0.267,-0.24,108,0,64.134372
Morocco         ,75.69653,1997,159.3225,2.30829,59.25821,0,0.3821,0,40.50924,40.7,3006.085,4.326732,4.081904,5.07093,0.8365069,3.7015301,136,136,5,8.0083938,12.8571655,0.3498719,4.2418679,0,0,0,0,1,5,0.267,-0.24,108,0,64.134372
Monaco          ,91.02146,1997,1799.196,8.210495,72.61824,0,0.285139,0,7.036369,62.5,22489.95,4.511096,4.285216,7.495095,2.105413,1.9510923,137,137,1,10.0208238,28.0882245,2.216382,15.7802704,0,0,0,0,1,5,0.7743832,0.8002222,109,0,100.4169101
Republic of Mold,76.68364,1993,122.1636,7.784933,62.21608,0,0.3322,0,128.4036,75.1,1607.085,4.339688,4.130613,4.805361,2.05219,4.8551784,138,138,5,7.3821773,11.5457472,2.1057419,9.8615138,1,0,0,0,0,1,-0.46,0.161,110,0,54.4965411
Republic of Mold,76.38491,1994,131.3459,7.863798,61.88167,0,0.3322,0,128.4036,75.1,1607.085,4.335785,4.125224,4.877835,2.06227,4.8551784,138,138,5,7.3821773,11.8966371,2.1264788,10.0594128,0,1,0,0,0,2,-0.46,0.161,110,0,54.4965411
Republic of Mold,76.12663,1995,127.7103,7.941301,61.59335,0,0.3322,0,128.4036,75.1,1607.085,4.332398,4.120554,4.849764,2.072077,4.8551784,138,138,5,7.3821773,11.7601054,2.1467515,10.0490844,0,0,1,0,0,3,-0.46,0.161,110,0,54.4965411
Republic of Mold,75.97062,1996,139.5187,8.017426,61.41958,0,0.3322,0,128.4036,75.1,1607.085,4.330347,4.117729,4.938199,2.081618,4.8551784,138,138,5,7.3821773,12.1929047,2.1665667,10.2794439,0,0,0,1,0,4,-0.46,0.161,110,0,54.4965411
Republic of Mold,76.13838,1997,133.388,8.092157,61.60646,0,0.3322,0,128.4036,75.1,1607.085,4.332552,4.120767,4.893262,2.090895,4.8551784,138,138,5,7.3821773,11.9720065,2.185921,10.231297,0,0,0,0,1,5,-0.46,0.161,110,0,54.4965411
Madagascar      ,57.8296,1997,17.84211,3.374264,36.6094,0,0.4414,1,23.90373,53.8,849.6241,4.057501,3.600305,2.881561,1.216177,3.1740345,139,139,1,6.744794,4.1516969,0.7395432,3.5044882,0,0,0,0,1,5,-0.295,0.309,111,0,45.4922463
Maldives        ,65.00526,1993,162.6248,4.323778,50.81102,0,0.343567,1,2426.376,63.9,3011.156,4.174468,3.928113,5.091445,1.46413,7.7941541,140,140,5,8.0100793,12.9614061,1.0718383,7.4545374,1,0,0,0,0,1,-0.0612434,-0.909,112,0,64.161371
Maldives        ,65.777,1994,187.7376,4.456557,51.56521,0,0.343567,1,2426.376,63.9,3011.156,4.18627,3.942847,5.235045,1.494377,7.7941541,140,140,5,8.0100793,13.7028481,1.1165813,7.8231308,0,1,0,0,0,2,-0.0612434,-0.909,112,0,64.161371
Maldives        ,66.5384,1995,226.8988,4.591286,52.316,0,0.343567,1,2426.376,63.9,3011.156,4.197779,3.957302,5.424504,1.52416,7.7941541,140,140,5,8.0100793,14.7126218,1.1615319,8.267812,0,0,1,0,0,3,-0.0612434,-0.909,112,0,64.161371
Maldives        ,67.28897,1996,244.2763,5.151412,53.06326,0,0.343567,1,2426.376,63.9,3011.156,4.208996,3.971485,5.4983,1.639271,7.7941541,140,140,5,8.0100793,15.1156514,1.3436047,9.0132037,0,0,0,1,0,4,-0.0612434,-0.909,112,0,64.161371
Maldives        ,68.02824,1997,246.9148,5.654127,53.80682,0,0.343567,1,2426.376,63.9,3011.156,4.219923,3.9854,5.509043,1.732386,7.7941541,140,140,5,8.0100793,15.1747774,1.5005806,9.543789,0,0,0,0,1,5,-0.0612434,-0.909,112,0,64.161371
Mexico          ,80.36516,1993,436.6107,7.199665,64.31928,0,0.513,1,4771.601,41,7480.272,4.386581,4.163859,6.079042,1.974035,8.4704372,141,141,5,8.9200244,18.4773758,1.9484071,12.0002417,1,0,0,0,0,1,0.179,-0.108,113,1,79.5668359
Mexico          ,80.58205,1994,447.7003,7.365851,64.54929,0,0.513,1,4771.601,41,7480.272,4.389276,4.167429,6.104124,1.996855,8.4704372,141,141,5,8.9200244,18.6301649,1.9937149,12.1890505,0,1,0,0,0,2,0.179,-0.108,113,1,79.5668359
Mexico          ,80.79875,1995,399.0664,7.536198,64.77911,0,0.513,1,4771.601,41,7480.272,4.391962,4.170983,5.989128,2.019718,8.4704372,141,141,5,8.9200244,17.9348271,2.0396304,12.0963496,0,0,1,0,0,3,0.179,-0.108,113,1,79.5668359
Mexico          ,81.0153,1996,384.0989,7.611797,65.00877,0,0.513,1,4771.601,41,7480.272,4.394638,4.174522,5.9509,2.029699,8.4704372,141,141,5,8.9200244,17.7066054,2.059839,12.0785358,0,0,0,1,0,4,0.179,-0.108,113,1,79.5668359
Mexico          ,81.23167,1997,418.8952,7.686357,65.23823,0,0.513,1,4771.601,41,7480.272,4.397305,4.178046,6.037621,2.039447,8.4704372,141,141,5,8.9200244,18.2264337,2.079672,12.313408,0,0,0,0,1,5,0.179,-0.108,113,1,79.5668359
Aguascalientes  ,81.57142,1995,385.6638,7.967563,65.59537,2,0.513,1,4771.601,41,7480.272,4.401479,4.183505,5.954966,2.075379,8.4704372,142,142,1,8.9200244,17.73081,2.153599,12.3588114,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Durango         ,80.07354,1995,249.1979,7.93373,64.00701,2,0.513,1,4771.601,41,7480.272,4.382946,4.158993,5.518247,2.071123,8.4704372,143,143,1,8.9200244,15.225525,2.1447752,11.4289683,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Guanajuato      ,80.30848,1995,240.5777,7.240163,64.25614,2,0.513,1,4771.601,41,7480.272,4.385875,4.162877,5.483043,1.979644,8.4704372,144,144,1,8.9200244,15.0318803,1.9594952,10.8544732,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Guerrero        ,78.52101,1995,152.1511,6.402808,62.36072,2,0.513,1,4771.601,41,7480.272,4.363366,4.132936,5.024874,1.856737,8.4704372,145,145,1,8.9200244,12.6246794,1.7237361,9.3298695,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Hidalgo         ,79.42883,1995,187.6075,6.977961,63.32336,2,0.513,1,4771.601,41,7480.272,4.374861,4.148254,5.234352,1.942757,8.4704372,146,146,1,8.9200244,13.6992204,1.8871524,10.169074,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Jalisco         ,81.5056,1995,351.8878,7.823775,65.52557,2,0.513,1,4771.601,41,7480.272,4.400672,4.18244,5.863313,2.057167,8.4704372,147,147,1,8.9200244,17.1892197,2.115968,12.061814,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Estado de Mexico,81.55483,1995,175.0573,7.832233,65.57777,2,0.513,1,4771.601,41,7480.272,4.401276,4.183237,5.165113,2.058248,8.4704372,148,148,1,8.9200244,13.3391962,2.1181924,10.6310835,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Michoacan       ,80.00995,1995,231.0941,7.130208,63.93959,2,0.513,1,4771.601,41,7480.272,4.382151,4.157938,5.442825,1.96434,8.4704372,149,149,1,8.9200244,14.812172,1.9293158,10.6915589,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Morelos         ,81.07299,1995,310.4089,7.561573,65.06683,2,0.513,1,4771.601,41,7480.272,4.39535,4.175415,5.73789,2.023079,8.4704372,150,150,1,8.9200244,16.4616908,2.0464243,11.6082048,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Nayarit         ,80.44582,1995,246.435,7.586947,64.40178,2,0.513,1,4771.601,41,7480.272,4.387584,4.165141,5.507098,2.026429,8.4704372,151,151,1,8.9200244,15.1640642,2.0532072,11.1597431,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Nuevo Leon      ,81.97904,1995,799.2762,8.128267,66.02761,2,0.513,1,4771.601,41,7480.272,4.406464,4.190073,6.683707,2.095348,8.4704372,152,152,1,8.9200244,22.3359696,2.1952416,14.0046921,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Baja California ,81.55399,1995,539.1176,8.111351,65.57688,2,0.513,1,4771.601,41,7480.272,4.401265,4.183223,6.289934,2.093264,8.4704372,153,153,1,8.9200244,19.7816349,2.1908771,13.1664924,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Oaxaca          ,77.75957,1995,140.6019,6.43664,61.55329,2,0.513,1,4771.601,41,7480.272,4.353621,4.119903,4.945932,1.862007,8.4704372,154,154,1,8.9200244,12.2311217,1.733535,9.20936,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Puebla          ,79.33904,1995,229.0023,7.045626,63.22815,2,0.513,1,4771.601,41,7480.272,4.37373,4.146749,5.433732,1.952407,8.4704372,155,155,1,8.9200244,14.7627217,1.9059465,10.6088564,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Queretaro       ,80.4887,1995,281.1624,7.409326,64.44725,2,0.513,1,4771.601,41,7480.272,4.388117,4.165847,5.638932,2.002739,8.4704372,156,156,1,8.9200244,15.8987771,2.0054818,11.293309,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Quintana Roo    ,80.87879,1995,760.7123,7.612321,64.8609,2,0.513,1,4771.601,41,7480.272,4.392951,4.172245,6.634255,2.029768,8.4704372,157,157,1,8.9200244,22.0066697,2.0599791,13.4659985,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
San Luis Potosi ,79.46267,1995,248.1672,7.324745,63.35925,2,0.513,1,4771.601,41,7480.272,4.375288,4.148821,5.514103,1.991258,8.4704372,158,158,1,8.9200244,15.2026659,1.9825542,10.9800017,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Sinaloa         ,80.63126,1995,329.5414,7.739193,64.59842,2,0.513,1,4771.601,41,7480.272,4.389886,4.16819,5.797702,2.046298,8.4704372,159,159,1,8.9200244,16.8066742,2.0936678,11.863826,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Sonora          ,81.29713,1995,437.523,8.035228,65.30451,2,0.513,1,4771.601,41,7480.272,4.398111,4.179061,6.081129,2.083835,8.4704372,160,160,1,8.9200244,18.490065,2.1711842,12.6720694,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Tabasco         ,80.21917,1995,215.1998,7.52774,64.16144,2,0.513,1,4771.601,41,7480.272,4.384762,4.161402,5.371567,2.018595,8.4704372,161,161,1,8.9200244,14.426866,2.0373629,10.8430183,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Tamaulipas      ,80.76719,1995,365.6423,7.942188,64.74256,2,0.513,1,4771.601,41,7480.272,4.391571,4.170419,5.901656,2.072189,8.4704372,162,162,1,8.9200244,17.4147718,2.1469836,12.2293466,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Tlaxcala        ,80.65709,1995,139.0536,7.688445,64.62581,2,0.513,1,4771.601,41,7480.272,4.390207,4.168614,4.93486,2.039718,8.4704372,163,163,1,8.9200244,12.1764216,2.0802248,10.0657228,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Baja California ,81.51156,1995,426.313,8.035228,65.53189,2,0.513,1,4771.601,41,7480.272,4.400745,4.182537,6.055174,2.083835,8.4704372,164,164,1,8.9200244,18.3325661,2.1711842,12.6179835,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Veracruz        ,79.19836,1995,201.3623,7.054084,63.07897,2,0.513,1,4771.601,41,7480.272,4.371955,4.144387,5.305106,1.953607,8.4704372,165,165,1,8.9200244,14.0720748,1.9082902,10.3640922,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Yucatan         ,79.57213,1995,371.7567,7.172498,63.47532,2,0.513,1,4771.601,41,7480.272,4.376664,4.150651,5.91824,1.970254,8.4704372,166,166,1,8.9200244,17.5127823,1.9409504,11.660436,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Zacatecas       ,79.65492,1995,189.0435,7.688445,63.56311,2,0.513,1,4771.601,41,7480.272,4.377704,4.152033,5.241977,2.039718,8.4704372,167,167,1,8.9200244,13.7391614,2.0802248,10.6921548,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Campeche        ,79.94319,1995,257.8204,7.273996,63.8688,2,0.513,1,4771.601,41,7480.272,4.381316,4.156831,5.552263,1.984306,8.4704372,168,168,1,8.9200244,15.4138122,1.9687352,11.0173888,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Coahuila        ,81.41889,1995,442.4545,8.043686,65.43362,2,0.513,1,4771.601,41,7480.272,4.399607,4.181036,6.092338,2.084888,8.4704372,169,169,1,8.9200244,18.5582912,2.173379,12.7018424,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Colima          ,81.57561,1995,349.1133,7.722277,65.59982,2,0.513,1,4771.601,41,7480.272,4.40153,4.183573,5.855396,2.044109,8.4704372,170,170,1,8.9200244,17.1428312,2.0891908,11.9690677,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Chiapas         ,77.69366,1995,147.8655,6.208271,61.48339,2,0.513,1,4771.601,41,7480.272,4.352774,4.118767,4.996303,1.825882,8.4704372,171,171,1,8.9200244,12.4815218,1.6669225,9.1226597,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Chihuahua       ,80.98619,1995,441.9703,7.992937,64.97479,2,0.513,1,4771.601,41,7480.272,4.394279,4.173999,6.091243,2.078558,8.4704372,172,172,1,8.9200244,18.5516206,2.1602017,12.6610019,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Distrito Federal,82.43011,1995,1235.199,8.187474,66.50591,2,0.513,1,4771.601,41,7480.272,4.411951,4.197291,7.118987,2.102605,8.4704372,173,173,1,8.9200244,25.339988,2.2104739,14.9684177,0,0,1,0,0,3,0.179,-0.108, ,1,79.5668359
Marshall Islands,70.2617,1997,237.4889,7.944393,56.794,0,0.381411,1,335.2099915,74.3,2638.766,4.252227,4.039431,5.470121,2.072466,5.8147572,174,174,1,7.8780667,14.9611119,2.1475577,11.3366398,0,0,0,0,1,5,-0.1008532,0.4339456,114,0,62.0639343
The former Yugos,76.35502,1997,139.802,7.229231,63.93475,0,0.319462,0,81.1500015,84.8,2291.836,4.335394,4.157863,4.940227,1.978133,4.3962993,175,175,1,7.7371085,12.2029214,1.9565051,9.7724261,0,0,0,0,1,5,-0.576,0.087,115,0,59.8628483
Mali            ,52.07639,1993,18.63399,0.9387497,31.65963,0,0.4836,1,819.941,45.8,802.3489,3.952712,3.455042,2.924987,-0.0632064,6.7092324,176,176,5,6.6875436,4.2777745,0.0019975,-0.1848779,1,0,0,0,0,1,-0.052,0.415,116,0,44.7232387
Mali            ,52.37749,1994,25.18926,0.9575856,32.00868,0,0.4836,1,819.941,45.8,802.3489,3.958477,3.466007,3.226418,-0.0433402,6.7092324,176,176,5,6.6875436,5.2048866,0.0009392,-0.1398336,0,1,0,0,0,2,-0.052,0.415,116,0,44.7232387
Mali            ,52.67865,1995,25.33923,0.9769014,32.3577,0,0.4836,1,819.941,45.8,802.3489,3.96421,3.476852,3.232354,-0.0233695,6.7092324,176,176,5,6.6875436,5.2240562,0.0002731,-0.0755385,0,0,1,0,0,3,-0.052,0.415,116,0,44.7232387
Mali            ,52.97986,1996,26.31105,1.006649,32.7067,0,0.4836,1,819.941,45.8,802.3489,3.969912,3.48758,3.269989,0.0066272,6.7092324,176,176,5,6.6875436,5.346414,0.000022,0.0216709,0,0,0,1,0,4,-0.052,0.415,116,0,44.7232387
Mali            ,53.28112,1997,33.69865,1.037189,33.05566,0,0.4836,1,819.941,45.8,802.3489,3.975582,3.498193,3.517458,0.0365137,6.7092324,176,176,5,6.6875436,6.1862554,0.0006666,0.1284354,0,0,0,0,1,5,-0.052,0.415,116,0,44.7232387
Malta           ,86.96616,1993,709.6706,5.318271,69.89934,0,0.285139,0,1128.159,58.9,12013.18,4.465519,4.247056,6.564801,1.671148,7.0283424,177,177,5,9.3937597,21.5483061,1.3963678,10.9707541,1,0,0,0,0,1,0.629,1.413,117,0,88.2427205
Malta           ,87.22705,1994,716.724,5.451029,70.16084,0,0.285139,0,1128.159,58.9,12013.18,4.468514,4.250791,6.574691,1.695804,7.0283424,177,177,5,9.3937597,21.6132809,1.4378756,11.1493873,0,1,0,0,0,2,0.629,1.413,117,0,88.2427205
Malta           ,87.40856,1995,717.4277,5.595264,70.3427,0,0.285139,0,1128.159,58.9,12013.18,4.470593,4.253379,6.575672,1.721921,7.0283424,177,177,5,9.3937597,21.6197311,1.482506,11.3227877,0,0,1,0,0,3,0.629,1.413,117,0,88.2427205
Malta           ,87.59012,1996,750.8647,5.763505,70.52455,0,0.285139,0,1128.159,58.9,12013.18,4.472668,4.255961,6.621225,1.751546,7.0283424,177,177,5,9.3937597,21.9203103,1.5339567,11.5973802,0,0,0,1,0,4,0.629,1.413,117,0,88.2427205
Malta           ,87.77175,1997,756.8302,5.922042,70.70641,0,0.285139,0,1128.159,58.9,12013.18,4.47474,4.258536,6.629139,1.778681,7.0283424,177,177,5,9.3937597,21.9727419,1.581853,11.7911236,0,0,0,0,1,5,0.629,1.413,117,0,88.2427205
Myanmar         ,50.76779,1993,37.40006,2.694401,49.67385,0,0.343567,1,66.55068,12.6,3050.58,3.927262,3.905479,3.621672,0.991176,4.1979638,178,178,5,8.023087,6.558254,0.4912149,3.5897144,1,0,0,0,0,1,-1.461,-1.748,118,0,64.3699253
Myanmar         ,51.49508,1994,59.05541,2.763188,50.16233,0,0.343567,1,66.55068,12.6,3050.58,3.941486,3.915264,4.078476,1.016385,4.1979638,178,178,5,8.023087,8.3169832,0.5165192,4.1453018,0,1,0,0,0,2,-1.461,-1.748,118,0,64.3699253
Myanmar         ,52.2091,1995,63.40597,2.83312,50.65177,0,0.343567,1,66.55068,12.6,3050.58,3.955257,3.924974,4.149558,1.041378,4.1979638,178,178,5,8.023087,8.6094158,0.5422341,4.3212584,0,0,1,0,0,3,-1.461,-1.748,118,0,64.3699253
Myanmar         ,52.90908,1996,62.47269,2.904184,51.14225,0,0.343567,1,66.55068,12.6,3050.58,3.968575,3.934611,4.134729,1.066152,4.1979638,178,178,5,8.023087,8.547992,0.56834,4.4082496,0,0,0,1,0,4,-1.461,-1.748,118,0,64.3699253
Myanmar         ,53.59426,1997,79.31507,2.976367,51.6338,0,0.343567,1,66.55068,12.6,3050.58,3.981442,3.944176,4.373428,1.090703,4.1979638,178,178,5,8.023087,9.5634362,0.5948165,4.770111,0,0,0,0,1,5,-1.461,-1.748,118,0,64.3699253
Mongolia        ,67.08947,1997,68.17729,6.247375,53.73906,0,0.3216,0,160.7245,82,1585.518,4.206027,3.98414,4.222112,1.832161,5.0796917,179,179,1,7.3686664,8.9131149,1.678407,7.7355889,0,0,0,0,1,5,0.018,0.843,119,0,54.2972452
Mozambique      ,49.52257,1993,32.61242,0.9757626,33.16264,0,0.3796,1,21.32993,71.3,856.0034,3.902429,3.501424,3.484693,-0.024536,3.0601113,180,180,5,6.7522743,6.0715427,0.000301,-0.0855004,1,0,0,0,0,1,-0.331,-0.172,120,0,45.5932089
Mozambique      ,49.8017,1994,41.5377,0.9952345,33.4441,0,0.3796,1,21.32993,71.3,856.0034,3.908049,3.509876,3.726602,-0.0047769,3.0601113,180,180,5,6.7522743,6.9437812,0.0000114,-0.0178016,0,1,0,0,0,2,-0.331,-0.172,120,0,45.5932089
Mozambique      ,50.0808,1995,42.21951,1.015167,33.72557,0,0.3796,1,21.32993,71.3,856.0034,3.913638,3.518256,3.742882,0.0150535,3.0601113,180,180,5,6.7522743,7.0045828,0.0001133,0.0563435,0,0,1,0,0,3,-0.331,-0.172,120,0,45.5932089
